"","rnum","X.1","Strike.ID","Date","Location","Area","Minimum.total.people.killed","Maximum.total.people.killed","Minimum.civilians.reported.killed","Maximum.civilians.reported.killed","Minimum.children.reported.killed","Maximum.children.reported.killed","Minimum.reported.injured","Maximum.reported.injured","Strike.link","X","Index","locs","lat","long","NAME_0","NAME_1","NAME_2"
"376",376,53,"Ob2","23/01/2009","Ganki Khel","South Waziristan",5,10,5,10,3,4,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob2","",53,"Ganki Khel, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"377",377,54,"Ob3","14/02/2009","Narsi Khel","South Waziristan",25,35,1,9,1,1,11,15,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob3","",54,"Narsi Khel, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"378",378,59,"Ob8","25/03/2009","Makeen","South Waziristan",6,8,0,0,0,0,5,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob8","",59,"Makeen, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"379",379,63,"Ob12","08/04/2009","Ganki Khel","South Waziristan",3,4,0,0,0,0,2,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob12","",63,"Ganki Khel, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"380",380,64,"Ob13","19/04/2009","Ganki Khel","South Waziristan",0,8,0,8,0,0,3,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob13","",64,"Ganki Khel, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"381",381,66,"Ob15","09/05/2009","Tabbi Langhar Khel","South Waziristan",6,25,0,4,0,0,7,10,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob15","",66,"Tabbi Langhar Khel, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"382",382,67,"Ob16","12/05/2009","Sara Khwara","South Waziristan",5,9,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob16","",67,"Sara Khwara, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"383",383,69,"Ob18","14/06/2009","Marda Algad","South Waziristan",3,5,0,3,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob18","",69,"Marda Algad, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"384",384,70,"Ob19","18/06/2009","Wana","South Waziristan",12,18,4,4,0,0,10,10,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob19","",70,"Wana, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"385",385,71,"Ob20","23/06/2009","Makeen","South Waziristan",5,6,0,0,0,0,7,7,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob20","",71,"Makeen, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"386",386,72,"Ob21","23/06/2009","Makeen","South Waziristan",60,83,18,50,10,10,27,27,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob21","",72,"Makeen, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"387",387,73,"Ob22","03/07/2009","Mantoi","South Waziristan",0,5,0,5,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob22","",73,"Mantoi, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"388",388,74,"Ob23","03/07/2009","Zamarai Nairai","South Waziristan",10,17,0,0,0,0,27,35,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob23","",74,"Zamarai Nairai, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"389",389,75,"Ob24","07/07/2009","Makeen","South Waziristan",14,18,0,0,0,0,10,10,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob24","",75,"Makeen, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"390",390,83,"Ob32","27/08/2009","Taparghai","South Waziristan",8,10,0,0,0,0,6,9,"http://www.thebureauinvestigates.com/2011/08/10/obama-2009-strikes/#Ob32","",83,"Taparghai, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"391",391,146,"Ob95","28/05/2010","Mizai Nari","South Waziristan",8,12,0,11,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob95","",146,"Mizai Nari, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"392",392,152,"Ob101","29/06/2010","Kari Kot","South Waziristan",7,10,0,0,0,0,1,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob101","",152,"Kari Kot, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"393",393,154,"Ob103","24/07/2010","Dwasarak","South Waziristan",16,18,0,0,0,0,24,24,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob103","",154,"Dwasarak, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"394",394,180,"Ob129","21/09/2010","Khand Morsak","South Waziristan",7,8,0,0,0,0,4,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob129","",180,"Khand Morsak, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"395",395,187,"Ob136","28/09/2010","Zeba","South Waziristan",4,4,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2010-strikes/#Ob136","",187,"Zeba, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"396",396,242,"Ob191","20/02/2011","Kazha Punga area, Tehsil Birmal","South Waziristan",6,8,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob191","",242,"Kazha Punga area, Tehsil Birmal, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"397",397,245,"Ob194","08/03/2011","Landidog","South Waziristan",2,5,0,5,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob194","",245,"Landidog, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"398",398,254,"Ob203","13/04/2011","Angor Adda","South Waziristan",4,7,0,7,0,0,6,10,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob203","",254,"Angor Adda, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"399",399,257,"Ob206","10/05/2011","Angor Adda","South Waziristan",3,5,0,0,0,0,4,4,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob206","",257,"Angor Adda, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"400",400,264,"Ob213","03/06/2011","Ghwa Khwa","South Waziristan",5,12,0,0,0,0,1,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob213","",264,"Ghwa Khwa, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"401",401,265,"Ob214","06/06/2011","Tigger, Toji Khel Wazir","South Waziristan",7,9,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob214","",265,"Tigger, Toji Khel Wazir, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"402",402,266,"Ob215","06/06/2011","Wacha Dana","South Waziristan",8,10,0,7,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob215","",266,"Wacha Dana, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"403",403,267,"Ob216","06/06/2011","Darnashtra","South Waziristan",3,5,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob216","",267,"Darnashtra, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"404",404,268,"Ob217","08/06/2011","Zoynari","South Waziristan",18,23,0,0,0,0,6,6,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob217","",268,"Zoynari, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"405",405,270,"Ob219","15/06/2011","Wana","South Waziristan",2,10,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob219","",270,"Wana, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"406",406,276,"Ob225","27/06/2011","Shakai","South Waziristan",12,21,0,20,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob225","",276,"Shakai, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"407",407,280,"Ob229","12/07/2011","Barmal","South Waziristan",5,13,0,0,0,0,3,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob229","",280,"Barmal, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"408",408,288,"Ob237","19/08/2011","Shin Warsak","South Waziristan",3,4,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob237","",288,"Shin Warsak, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"409",409,293,"Ob242","30/09/2011","Baghar","South Waziristan",3,4,0,0,0,0,1,5,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob242","",293,"Baghar, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"410",410,295,"Ob244","13/10/2011","Chashma Nala, Birmal","South Waziristan",3,6,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob244","",295,"Chashma Nala, Birmal, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"411",411,297,"Ob246","15/10/2011","Angor Adda","South Waziristan",3,6,0,0,0,0,3,7,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob246","",297,"Angor Adda, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"412",412,298,"Ob247","26/10/2011","Shana Wana, Birmal","South Waziristan",13,22,0,0,0,0,6,6,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob247","",298,"Shana Wana, Birmal, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"413",413,305,"Ob254","16/11/2011","Babar Ghar","South Waziristan",4,22,0,0,0,0,6,12,"http://www.thebureauinvestigates.com/2011/08/10/obama-2011-strikes/#Ob254","",305,"Babar Ghar, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"414",414,315,"Ob264","09/03/2012","Shaktoi Mandao","South Waziristan",4,15,0,0,0,0,0,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob264","",315,"Shaktoi Mandao, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"415",415,316,"Ob265","09/03/2012","Nishpa","South Waziristan",6,6,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob265","",316,"Nishpa, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"416",416,317,"Ob266","13/03/2012","Wagdalai, Tehsil Birmal","South Waziristan",6,8,0,0,0,0,2,4,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob266","",317,"Wagdalai, Tehsil Birmal, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"417",417,327,"Ob276","02/06/2012","Khawashi Khel, near Wana","South Waziristan",2,4,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob276","",327,"Khawashi Khel, near Wana, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"418",418,328,"Ob277","03/06/2012","Landai Warai, Tehsil Birmal","South Waziristan",0,10,0,0,0,0,4,10,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob277","",328,"Landai Warai, Tehsil Birmal, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"419",419,351,"Ob300","29/11/2012","Shin Warsak","South Waziristan",1,4,0,0,0,0,3,4,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob300","",351,"Shin Warsak, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"420",420,352,"Ob301","01/12/2012","Shin Warsak","South Waziristan",1,4,0,0,0,0,3,3,"http://www.thebureauinvestigates.com/2012/01/11/obama-2012-strikes/#Ob301","",352,"Shin Warsak, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"421",421,357,"Ob306","02/01/2013","Lajhmarai area, Tehsil Birmal","South Waziristan",6,11,0,0,0,0,0,0,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob306","http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#",357,"Lajhmarai area, Tehsil Birmal, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"422",422,359,"Ob308","06/01/2013","Smal Narai area, Tehsil Ladha","South Waziristan",8,18,0,0,0,0,3,7,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob308","",359,"Smal Narai area, Tehsil Ladha, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"423",423,364,"Ob313","08/02/2013","Babar Ghar","South Waziristan",6,9,0,0,0,0,2,6,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob313","",364,"Babar Ghar, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"424",424,368,"Ob317","17/04/2013","Pobar, Tehsil Ladha","South Waziristan",4,6,0,0,0,0,2,7,"http://www.thebureauinvestigates.com/2013/01/03/obama-2013-pakistan-drone-strikes/#Ob317","",368,"Pobar, Tehsil Ladha, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"425",425,392,"Ob341","28/09/2014","Wana","South Waziristan",2,4,0,0,0,0,1,4,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob341","",392,"Wana, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"426",426,393,"Ob342","05/10/2014","Kundhgar, Shawal","South Waziristan",4,5,0,0,0,0,2,3,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob342","",393,"Kundhgar, Shawal, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"427",427,394,"Ob343","06/10/2014","Mangrotai, Shawal","South Waziristan",4,8,0,0,0,0,4,6,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob343","",394,"Mangrotai, Shawal, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"428",428,395,"Ob344","07/10/2014","Kundhgar, Shawal","South Waziristan",4,7,0,0,0,0,5,11,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob344","",395,"Kundhgar, Shawal, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
"429",429,401,"Ob350","30/10/2014","Nargas village, Azam Warsak","South Waziristan",4,7,0,0,0,0,2,2,"http://www.thebureauinvestigates.com/2014/06/11/obama-2014-pakistan-drone-strikes/#Ob350","",401,"Nargas village, Azam Warsak, Pakistan",32.3202,69.8597,"Pakistan","F.A.T.A.","F.A.T.A."
